12479267;12479267;GM;УПЛОТНЕНИЕ ВЕДУЩАЯ ШЕСТЕРНЯ ПЕРЕДНЕГО ДИФФЕРЕНЦИАЛА;12026;2
12565836;12565836;GM;Сальник клапана;16926;8
12574477;12574477;GM;Сальник;7602;5
12578316;12578316;GM;ФИТИНГ СИСТЕМЫ ВЕНТИЛЯЦИИ КАРТЕРА;20132;1
12586959;12586959;GM;Направляющая основн цепи ГРМ;38696;2
12587397;12587397;GM;КОЛЬЦО ТЕРМОСТАТА;5936;1
12589478;12589478;GM;Прокладка корпусу ланцюга розподільного валу;27300;2
12589479;12589479;GM;Прокладка корпусу ланцюга розподільного валу;34510;2
12591866;12591866;GM;Сальник коренной;4172;4
12593348;12593348;GM;ПРОКЛАДКА КРЫШКИ МАСЛОЗАЛИВНОЙ ГОРЛОВИНЫ (О-КОЛЬЦО);5124;5
12593717;12593717;GM;Сальник эл-маг клапана;19754;8
12597417;12597417;GM;Напрямна ланцюга приводу розподільного валу;31094;3
12600225;12600225;GM;ПЕРЕХОДНИК С ФИЛЬТРА;51128;2
12600461;12600461;GM;Напрямна ланцюга;50064;4
12600462;12600462;GM;Напрямна ланцюга приводу розподільного валу;49644;1
12607600;12607600;GM;Сальник свечных шахт;7518;44
12608750;12608750;GM;САЛЬНИК КОЛЕНВАЛА ПЕРЕДНИЙ;47684;5
12608814;12608814;GM;ДАТЧИК ОХЛАЖДЕНИЯ ТЕ;47138;1
12609259;12609259;GM;Натяжитель правой цепи ГРМ;83132;3
12609261;12609261;GM;Натяжитель левой цепи ГРМ;107394;3
12609263;12609263;GM;Натяжитель основн цепи ГРМ;103460;3
12609878;12609878;GM;ПРОКЛАДКА КАТАЛИТ НЕЙТРАЛИЗ;30422;3
12610680;12610680;GM;Ролик приводного ремня;51072;4
12612838;12612838;GM;Шестерня розподільного валу;157808;3
12612839;12612839;GM;Шестерня розподільного валу;157108;3
12619161;12619161;GM;КАТУШКА ЗАЖИГАНИЯ;48118;7
12619770;12619770;GM;ПРОКЛАДКА ВОДЯНОЙ НАСОС;4116;2
12619825;12619825;GM;КЛАПАН ГБЦ ВПУСК;8078;8
12619828;12619828;GM;Стержень;4074;8
12619829;12619829;GM;Коромысло клапана;16954;4
12620318;12620318;GM;ПРОКЛАДКА ТЕРМОСТАТА;3430;5
12622325;12622325;GM;ПРОКЛАДКА ГБЦ;79464;2
12622441;12622441;GM;СВЕЧА ЗАЖИГАНИЯДЛЯ БЕНЗИНОВОГО ДВИГАТЕЛЯ;22302;324
12622561;12622561;GM;СВЕЧА ЗАЖИГАНИЯ;12558;1
12623513;12623513;GM;Направляющая цепи ГРМ;50400;4
12624939;12624939;GM;ПРОКЛАДКА ТУРБОНАДДУВ;18662;3
12626076;12626076;GM;РЕМЕНЬ ВОД/НАС И ГЕН;39424;1
12626354;12626354;GM;ПРОКЛАДКА ВПУСК КОЛЛЕКТ;3528;12
12626644;12626644;GM;Натяжитель приводного ремня;69006;2
12626923;12626923;GM;Сальник каленвала передний;38528;15
12627049;12627049;GM;ПРОКЛАДКА  ВОДЯНОЙ НАСОС;5404;3
12627055;12627055;GM;ПРОКЛАДКА  ОБХОДНАЯ ТРУБА ТЕРМОСТАТА;50806;2
12627105;12627105;GM;ПРОКЛАДКА ВНУТРЕННЯЯ КРЫШКИ РАСПРЕДЕЛИТЕЛЬНОГО ВАЛА;13972;24
12627107;12627107;GM;ЦЕПЬ ПРИВОДА ГРМ РАСПРЕДВАЛА;75306;2
12627109;12627109;GM;НАТЯЖИТЕЛЬ  ЦЕПЬ РЕГ ФАЗ ГАЗОРАСПР;66808;2
12627110;12627110;GM;УПЛОТНЕНИЕ НАТЯЖТ ЦЕПИ ГРМ;5614;2
12627119;12627119;GM;НАТЯЖИТЕЛЬ  ПРИВОДНЫЙ РЕМЕНЬ;126252;5
12629404;12629404;GM;ПРОКЛАДКА ГОЛОВКИ ЦИЛИНДРА;47166;5
12629513;12629513;GM;Клапан впускной двигателя;24878;8
12630107;12630107;GM;НАТЯЖИТЕЛЬ В КОМПЛЕКТЕ ЦЕПЬ ГРМ;25648;1
12630282;12630282;GM;Электромагнитный клапан;25718;4
12630777;12630777;GM;ПРОКЛАДКА  ВПУСК ВОДЯНОГО НАСОСА;3612;10
12631214;12631214;GM;ЗВЁЗДОЧКА КОЛЕНВАЛ;44912;1
12632174;12632174;GM;КЛАПАН ЭЛ-МАГН ПРОДУВКИ КАНИСТРЫ ВЫБРОСА ИСПАР;51520;2
12632479;12632479;GM;КАТУШКА ЗАЖИГАНИЯ;144368;9
12632900;12632900;GM;КОЛЬЦО УПЛОТН ДРОССЕЛЯ;7056;1
12633451;12633451;GM;ланцюг ГРМ основна;205352;1
12634061;12634061;GM;ДАТЧИК КИСЛОРОДА ПОДОГРЕВАЕМЫЙ;80472;4
12634126;12634126;GM;ИНЖЕКТОР;392784;1
12634371;12634371;GM;ПРОКЛАДКА КОРПУС ДРОССЕЛЯ;12460;1
12634479;12634479;GM;ПРОКЛАДКА ГОЛОВКИ ЦИЛИНДРОВ;44254;6
12634516;12634516;GM;Прокладка крышки впускного распредвала;7616;23
12634517;12634517;GM;ПРОКЛАДКА  КРЫШКА ВЫПУСКНОГО РАСПРЕДВАЛА;8624;11
12634614;12634614;GM;САЛЬНИК КОЛЕНВАЛА ПЕРЕДНИЙ;11172;2
12635273;12635273;GM;ДАТЧИК ДАВЛЕНИЕ ТОПЛИВА В ТОПЛИВНОЙ МАГИСТРАЛИ ВПРЫСКА ТОПЛИВА;131936;1
12635744;12635744;GM;ПРОКЛАДКА  ВНУТРЕННЯЯ КРЫШКИ РАСПРЕДЕЛИТЕЛЬНОГО ВАЛА;9436;22
12635953;12635953;GM;Прокладка клапаной крышки;18564;12
12636175;12636175;GM;Клапан электромагнитный распредвала;230146;7
12636177;12636177;GM;ПРОКЛАДКАК  КРЫШКА РАСПРЕДВАЛА;8596;3
12636316;12636316;GM;КОЛЬЦО  МАСЛЯНЫЙ САЛЬНИК ЗУБЧАТОГО ШКИВА РАСПРЕДВАЛА;5124;4
12636384;12636384;GM;ПРОКЛАДКАК  КРЫШКА РАСПРЕДВАЛА;5838;2
12636524;12636524;GM;КЛАПАН ЭЛ-МАГН ПРИВОДА РЕГ ПОЛОЖ РАСПРЕДВАЛА;28308;1
12636626;12636626;GM;ПРОКЛАДКА ВОЗВР ТРУБ МАСЛА ТУРБОКОМПРЕСС;4326;2
12636947;12636947;GM;ДАТЧИК ПОЛОЖ. РАСПРЕДВАЛА;25942;1
12637018;12637018;GM;ПРОКЛАДКА ВПУСК КОЛЛЕКТ;5768;5
12637356;12637356;GM;ДАТЧИК  ДАВЛЕНИЕ МОТОРНОГО МАСЛА;24724;1
12637710;12637710;GM;ПРОКЛАДКА КОЛЕНЧАТОГО ВАЛА;63658;5
12637743;12637743;GM;Цепь ГРМ;202020;2
12637744;12637744;GM;Цепь ГРМ;202020;1
12638266;12638266;GM;ДАТЧИК ПОЛОЖЕНИЕ РАСПРЕДЕЛИТЕЛЬНОГО ВАЛА;55664;2
12638272;12638272;GM;УПЛОТНЕНИЕ  ПОДАЮЩАЯ ТРУБКА ОХЛ ТУРБО/Н;35896;2
12638583;12638583;GM;БАЛАНСИР КЛНВАЛ;42994;1
12639087;12639087;GM;ВПУСКНОЙ КОЛЕКТОР В СБОРЕ;306166;1
12640468;12640468;GM;ПРОКЛАДКА ВОЗВР ТРУБ МАСЛА ТУРБОКОМПРЕСС;938;1
12641073;12641073;GM;ДАТЧИК ТЕМП ОХЛД ДВИГ;8904;2
12642516;12642516;GM;КРЫШКА ЗАЛИВНОЙ ГОЛОВИНЫЙ;25802;4
12644228;12644228;GM;ДАТЧИК ДАВЛЕНИЯ В КОЛЛЕКТОРЕ;114912;2
12644779;12644779;GM;ПЕРЕКЛЮЧАТЕЛЬ ИНДИКАТОР УРОВНЯ МОТОРНОГО МАСЛА;49406;1
12645298;12645298;GM;СТАРТЕР;209188;2
12645465;12645465;GM;ЗВЁЗДОЧКА КОЛЕНЧАТОГО ВАЛА;70742;6
12647263;12647263;GM;КОМПЛЕКТ ПРОКЛАДОК  ВЕРХНИЙ ВПУСКНОЙ КОЛЛЕКТОР;44856;2
12647764;12647764;GM;Ремень приводной;32900;12
12648846;12648846;GM;Толкатель клапана двигателя;29820;8
12648980;12648980;GM;НАТЯЖИТЕЛЬ ПРИВОДА РЕМЕНЯ;59458;6
12648981;12648981;GM;РЕМЕНЬ ВОДЯНОГО НАСОСА КОМПР КОНДИЦИОНЕРА ГЕНЕРАТОРА;25634;58
12649190;12649190;GM;ШАТУН ПОРШНЯ;194530;8
12651367;12651367;GM;НАСОС ТОПЛ;348166;1
12651603;12651603;GM;КОРПУС ТЕРМСТ ОХЛ ДВИГ;101024;11
12652809;12652809;GM;ПОРШНЕВОЙ КОМПЛЕКТ  ДВИГАТЕЛЬ;96572;4
12653685;12653685;GM;САЛЬНИК КОРЕННОЙ;5278;14
12653994;12653994;GM;ВЫПУСКНОЙ КЛАПАН;77896;6
12654077;12654077;GM;ИНДИКАТОР УРОВНЯ МАСЛА;25928;1
12654112;12654112;GM;ПРОКЛАДКА ВАКУУМНОГО НАСОСА;95956;1
12655276;12655276;GM;ПРОКЛАДКА ВПУСК КОЛЛЕКТ;25872;5
12656876;12656876;GM;ПОРШЕНЬ ПРАВ;57806;4
12656877;12656877;GM;ПОРШЕНЬ ЛЕВ;65548;4
12657093;12657093;GM;ПРОКЛАДКА ВЫПУСКНОГО КОЛЛЕКТОРА;18634;2
12657167;12657167;GM;ПРОКЛАДКА  ВЫПУСКН. КОЛЛЕКТОР;21672;4
12657430;12657430;GM;ПРОКЛАДКА ВОДЯНОЙ НАСОС;3528;2
12657499;12657499;GM;НАСОС ВОДЯНОЙ В КОМПЛЕКТЕ;249046;3
12657797;12657797;GM;СТАРТЕР;166880;1
12658090;12658090;GM;КРЫШКА ВНУТР КОЛЛЕК;50778;1
12658091;12658091;GM;Ремень приводной Malibu15;9562;3
12658178;12658178;GM;КОМПЛЕКТ РЕМНЕЙ;70168;8
12658740;12658740;GM;ОХЛАДИТЕЛЬ МОТОРНОЕ МАСЛО;248724;1
12659928;12659928;GM;КОМПЛЕКТ ПРОКЛАДОК  ГОЛОВ. ЦИЛ;122668;2
12660159;12660159;GM;ПРОКЛАДКА ВОДЯНОЙ НАСОС;7000;10
12660976;12660976;GM;КОРПУС ТЕРМСТАТА ОХЛАЖДЕНИЯ ДВИГАТЕЛЯ;180376;4
12661527;12661527;GM;САЛЬНИК ЛОБОВОЙ;10948;16
12661808;12661808;GM;ДАТЧИК ДАВЛЕНИЕ МОТОРНОГО МАСЛА;62706;1
12661898;12661898;GM;ДАТЧИК  КИСЛОРОДА ПОДОГРЕВАЕМЫЙ;91658;2
12662184;12662184;GM;ШАЙБА  ТРУБА ПОДАЧИ МАСЛА ТУРБОНАДДУВА;3780;2
12662527;12662527;GM;КЛАПАН ВНУТР;21490;8
12662736;12662736;GM;КЛАПАН ЭЛЕКТРО-МАГНИТНОГО ВПУСКА ПРИВОДА РЕГУЛИРОВКИ ПОЛОЖЕНИЯ РАСПРЕДЕЛИТЕЛЬНОГО ВАЛА;55496;1
12662737;12662737;GM;КЛАПАН ЭЛЕКТРО-МАГНИТНОГО ВПУСКА ПРИВОДА РЕГУЛИРОВКИ ПОЛОЖЕНИЯ РАСПРЕДЕЛИТЕЛЬНОГО ВАЛА;61936;1
12663052;12663052;GM;СТАРТЕР;458122;1
12663209;12663209;GM;ДАТЧИК УДАРА;8288;1
12663277;12663277;GM;ГИДРОКОМПЕНСАТОР;2184;12
12663484;12663484;GM;МАХОВИК;48286;1
12664357;12664357;GM;Прокладка клапанной крышки левая;19138;8
12664598;12664598;GM;Ремень приводной;8820;15
12665076;12665076;GM;САЛЬНИК КОЛЕНВАЛА ЗАДНИЙ;30366;2
12665890;12665890;GM;Катализатор Malibu 20;1333290;1
12666673;12666673;GM;ДАТЧИК;49560;1
12666840;12666840;GM;Клапан продувки бака;33026;1
12666993;12666993;GM;УПЛОТНИТЕЛЬНОЕ КОЛЬЦО ПОДДОНА ДВС;3892;1
12667201;12667201;GM;ДАТЧИК КОЛЕНВАЛА;29232;1
12667973;12667973;GM;Стартер;237468;2
12668435;12668435;GM;ЛЯМБДА;45178;2
12668866;12668866;GM;МОДУЛЬ УПРАВЛЕНИЯ ДВИГАТЕЛЯ;381318;2
12669633;12669633;GM;КОРПУС ТЕРМОСТАТА;42574;1
12669636;12669636;GM;ДАТЧИК ПОЛОЖ. КЛНВАЛА;24752;1
12669867;12669867;GM;ДАТЧИК  КИСЛОРОДА ПОДОГРЕВАЕМЫЙ;80696;1
12670253;12670253;GM;ЛЯМБДА;42560;2
12670574;12670574;GM;НАТЯЖИТЕЛЬ;52038;1
12670746;12670746;GM;КЛАПАН  РЕГУЛЯТОР РАСХОДА МАСЛЯНОГО НАСОСА;93156;2
12670981;12670981;GM;КОРПУС ДРОССЕЛЬ;162848;1
12671379;12671379;GM;Дроссель двигателя Malibu/Tracker;89418;1
12671568;12671568;GM;ФОРСУНКА  НЕПОСР. ВПРЫСК;156142;4
12671616;12671616;GM;ДАТЧИК РАСХОДА ВОЗДУХА;77784;15
12673301;12673301;GM;ПРОКЛАДКА НИЖНИЙ ВПУСКНОЙ КОЛЛЕКТОР;75264;5
12673301;12673301;GM;ПРОКЛАДКА НИЖНИЙ ВПУСКНОЙ КОЛЛЕКТОР;75264;5
12673413;12673413;GM;КОРПУС  ТЕРМСТ ОХЛ ДВИГ;39508;2
12674684;12674684;GM;ТУРБОКОМПРЕССОР В СБОРЕ;1400336;1
12674702;12674702;GM;ДАТЧИК ПОЛОЖ. КЛНВАЛА;104888;1
12674704;12674704;GM;ДАТЧИК ПОЛОЖЕНИЯ РАСПРЕДВАЛА;9758;22
12674975;12674975;GM;РЕГУЛЯТОР ГИДРАВЛИЧ ЗАЗОР КЛАП;4298;9
12675031;12675031;GM;МАГНИТ РЕГУЛИРОВКИ РАСПРЕДВАЛА;32018;1
12678223;12678223;GM;КОРПУС ДРОССЕЛЬ (С ДАТЧИКОМ);246036;1
12678745;12678745;GM;КЛАПАН ГБЦ ВЫПУСК;9982;8
12678746;12678746;GM;Клапан выпускной двигателя;29820;8
12679189;12679189;GM;Катализатор Malibu15;1074318;4
12679199;12679199;GM;Электронный блок управления ДВС Ravon R4;353668;7
12679867;12679867;GM;ПРОКЛАДКА ТНВД;3486;2
12680364;12680364;GM;ШКИВ КОЛЕНВАЛА;103194;1
12680871;12680871;GM;ТОЛКАТЕЛЬ КЛАПАНА;71120;4
12681133;12681133;GM;Термостат в сборе с корпусом;97580;2
12681172;12681172;GM;НАСОС ВОДЫ;298858;1
12681659;12681659;GM;СВЕЧА ЗАЖИГАНИЯ;13482;576
12681660;12681660;GM;Свеча зажигания;11004;1344
12681993;12681993;GM;ДАТЧИК  ДАВЛ И ТЕМП ВНУТР ВОЗДУХА;60186;1
12682079;12682079;GM;НАСОС ТОПЛ;197120;2
12683807;12683807;GM;Поршень;65016;8
12684120;12684120;GM;ДВИГАТЕЛЬ В СБОРЕ;9733430;1
12684186;12684186;GM;ДАТЧИК ПОЛОЖ. РАСПРЕДВАЛА;165340;2
12684286;12684286;GM;ДАТЧИК ДАВЛЕНИЕ ТОПЛИВА В ТОПЛИВНОЙ  МАГИСТРАЛИ ВПРЫСКА ТОПЛИВА;27230;1
12684459;12684459;GM;ДВИГАТЕЛЬ В СБОРЕ № 11192789L57X0396;2233518;1
12684830;12684830;GM;Шестерня распредвала впуск правая;158522;3
12684831;12684831;GM;Шестерня распредвала впуск левая;157822;3
12684832;12684832;GM;Шестерня распредвала выпуск;156772;2
12685257;12685257;GM;НАСОС ВОДЯНОЙ;322308;2
12686657;12686657;GM;Вакуумный насос;154546;1
12686789;12686789;GM;РЕГУЛЯТОР ГИДРАВЛИЧ ЗАЗОР КЛАП;3388;16
12687466;12687466;GM;ПРОКЛАДКА МАСЛЕННОГО ФИЛЬТРА;8386;5
12687606;12687606;GM;Датчик кислородный;47852;2
12688703;12688703;GM;Прокладка клапанной крышки правая;21686;8
12689004;12689004;GM;МАХОВИКА АКП;149170;1
12689006;12689006;GM;Уплотнитель штока клапана выпуск;5082;8
12689007;12689007;GM;Уплотнитель штока клапана;5026;8
12689541;12689541;GM;СТАРТЕР;240240;1
12690252;12690252;GM;НАСОС ВОДЯНОЙ;257502;8
12690385;12690385;GM;ФИЛЬТР МАСЛЯНЫЙ;11438;517
12690385;12690385;GM;ФИЛЬТР МАСЛЯНЫЙ;11438;5
12690481;12690481;GM;СТАРТЕР;270130;1
12690512;12690512;GM;КЛАПАН ЭЛЕКТРОМАГНИТНОЙ ПРОДУВКИ КАНИСТРЫ ВЫБРОСА ИСПАРЕНИЯ;91896;4
12690559;12690559;GM;ДВИГАТЕЛЬ В СБОРЕ;11537022;1
12691016;12691016;GM;Насос ТНВД;221662;3
12691120;12691120;GM;Пружина клапана двигателя;6412;2
12691259;12691259;GM;Уплотнение помпы охлаждения;19166;6
12691926;12691926;GM;КОЛЬЦА ПОРШНЕВЫЕ;29358;8
12693081;12693081;GM;ПРОКЛАДКА КАНАЛА БЛОКА ДВС;12460;1
12693989;12693989;GM;КОЛЬЦО УПЛОТНИТЕЛЬНОЕ;658;10
12694431;12694431;GM;ДАТЧИК ДАВЛЕНИЯ ИНТЕРКУЛЛЕРА;18410;3
12694625;12694625;GM;СТАРТЕР;119196;2
12696313;12696313;GM;НАСОС ВАК;190274;1
12696720;12696720;GM;ЩУП МАСЛЯНЫЙ ДВИГАТЕЛЯ;2520;1
12697768;12697768;GM;Шкив коленвала;315504;1
12697793;12697793;GM;ЭБУ;445634;2
12697989;12697989;GM;КАТУШКА ЗАЖИГАНИЯ;47936;4
12698173;12698173;GM;ДАТЧИК ПОЛОЖ. РАСПРЕДВАЛА;16716;5
12698354;12698354;GM;НАСОС МАСЛЯНЫЙ;167986;1
12698371;12698371;GM;КРЫШКА ПЕРЕДНЯЯ ЧАСТЬ ДВИГАТЕЛЯ;486248;1
12698631;12698631;GM;МАХОВИК;61964;1
12700219;12700219;GM;ДВИГАТЕЛЬ  БЕНЗИНОВЫЙ;12051242;1
12703872;12703872;GM;МОДУЛЬ  УПРАВЛЕНИЕ ДВИГАТЕЛЯАТЕЛЕМ;239820;1
12705528;12705528;GM;ПОРШЕНЬ;49616;4
12705663;12705663;GM;КРЫШКА КОЛЕНВАЛА ЗАДНЯЯ;99652;2
12706611;12706611;GM;СВЕЧА  ЗАЖИГАНИЯ;14420;932
12706708;12706708;GM;ДАТЧИК КОЛЕНВАЛА;13006;20
12706892;12706892;GM;ИНДИКАТОР УРОВНЯ МАСЛА;3416;3
12706893;12706893;GM;ЩУП МАСЛЯНЫЙ;3640;2
12707589;12707589;GM;КОЛЛЕКТОР СИСТ ОХЛАЖД С ДАТЧИКОМ;26180;1
12707914;12707914;GM;КЛАПАН ЭЛ-МАГН ПРОДУВКИ КАНИСТРЫ ВЫБРОСА ИСПАР;21182;2
12708496;12708496;GM;КАТУШКА ЗАЖИГАНИЯ;38136;3
12708893;12708893;GM;НАСОС ОХЛАЖДЕНИЯ;267078;2
12709264;12709264;GM;НАТЯЖИТЕЛЬ БАЛАНС ЦЕПИ;32676;1
12709437;12709437;GM;НАТЯЖИТЕЛЬ ЦЕПЬ РЕГ ФАЗ ГАЗОРАСПР;42966;2
12710481;12710481;GM;ФОРСУНКА ТОПЛИВНАЯ;82740;5
12712117;12712117;GM;ДАТЧИК ДАВЛЕНИЯ  ВЫХЛОПНЫХ ГАЗОВ;66612;1
12712953;12712953;GM;ПОМПА ОХЛАЖДЕНИЯ;368578;2
12713775;12713775;GM;ДРОССЕЛЬ ДВС;211148;1
12716289;12716289;GM;ПРОВОД СВЕЧНОЙ;22820;2
12716380;12716380;GM;НАСОС ВОДЫ;357924;8
12718935;12718935;GM;ДАТЧИК ДАВЛЕНИЕ В КАРТЕРЕ;26334;2
12718975;12718975;GM;ШЛАНГ СИСТЕМА ВЕНТИЛЯЦИИ КАРТЕРА;44548;1
12719250;12719250;GM;БЛОК УПРАВЛЕНИЯ ДВИГАТЕЛЕМ;278754;2
12719701;12719701;GM;НЕЙТРАЛИЗАТОР ПРОГРЕВА 4-Х КОМПОНЕНТНЫЙ КАТАЛИТИЧЕСКИЙ;2901388;1
12719704;12719704;GM;МОДУЛЬ ДВИГАТЕЛЯ;376754;1
12721871;12721871;GM;МОДУЛЬ ВОДЯНОЙ НАСОС;367808;14
12723510;12723510;GM;ШКИВ  НАТЯЖНОЙ РОЛИК;85344;5
12724337;12724337;GM;НАСОС МАСЛА;534800;1
12724522;12724522;GM;МОДУЛЬ ВОДЯНОЙ НАСОС (ДЛЯ ПОПЕРЕЧНОГО ПОЛОЖЕНИЯ ДВИГАТЕЛЯ);418082;5
12725722;12725722;GM;ДАТЧИК ТЕМПЕРАТУРА МАСЛА ДВИГАТЕЛЯ;17038;1
12725787;12725787;GM;БЛОК УПРАВЛЕНИЯ ДВИГАТЕЛЕМ;475706;1
12726508;12726508;GM;ЭБУ ДВИГАТЕЛЯ;492436;1
12726508;12726508;GM;ЭБУ ДВИГАТЕЛЯ;492436;1
12726900;12726900;GM;КОМПЛЕКТ ФОРСУНКИ  МНОГОТОЧ. ВПРЫСК;96656;5
12729514;12729514;GM;БЛОК УПРАВЛЕНИЯ ДВИГАТЕЛЕМ;691376;21
13118781;13118781;GM;ЗАМОК КРЫШКИ ТОПЛИВНОГО БАКА;4928;18
13208672;13208672;GM;Гайка піввісі;2352;4
13224654;13224654;GM;ПРИВОД ЗМК ДВЕРЦЫ ЗАЛИВНОЙ ГОРЛОВИНЫ Т/БАК;4718;2
13227300;13227300;GM;КРЫШКА БАЧКА СТЕКЛООМЫВАТЕЛЯ;7406;4
13233501;13233501;GM;КОЛОДКИ;9030;7
13251936;13251936;GM;ФОНАРЬ НОМЕРНОГО ЗНАКА;8330;6
13326030;13326030;GM;ОПОРА АНТЕННЫ;15078;2
13357534;13357534;GM;КОЛЬЦО ДАТЧИКА СИГНАЛИЗАЦИ СИСТЕМА ОБЛЕГЧЕНИЯ ПАРКОВКИ;2478;1
13361775;13361775;GM;РЕЛЕ НАСОСА ОМЫВАТЕЛЯ ФАР;11508;2
13415478;13415478;GM;ДАТЧИК  СИГНАЛ ПОМОЩИ ПРИ ПАРКОВКЕ;21406;3
13415478;13415478;GM;ДАТЧИК  СИГНАЛ ПОМОЩИ ПРИ ПАРКОВКЕ;21406;1
13442495;13442495;GM;МОДУЛЬПЕРЕДНЕГО РАДАРА;628390;1
13447589;13447589;GM;ДАТЧИК СИГНАЛ ПОМОЩИ ПРИ ПАРКОВКЕ;31766;5
13468934;13468934;GM;РЕЛЕ  ЗАЖИГ;8008;1
13500120;13500120;GM;РЕЛЕ ВЕНТИЛЯТОР ОХЛД ДВИГ;6776;2
13500144;13500144;GM;РЕСИВЕР ДИСТАНЦИОННЫЙ УПРАВЛЕНИЯ ДВЕРИ ЗАМКА;16842;3
13500812;13500812;GM;Лампочка покажчика повороту 5 Вт;952;2
13501713;13501713;GM;ПЕТЛЯ ЗАДН БОК/ДВ ВРХН;4690;4
13501714;13501714;GM;ПЕТЛЯ ЗАДН БОК/ДВ ВРХН;33432;5
13501715;13501715;GM;ПЕТЛЯ ЗАДН БОК/ДВ НИЖН;6454;2
13501716;13501716;GM;ПЕТЛЯ ЗАДН БОК/ДВ НИЖН;6776;3
13501803;13501803;GM;ИЗОЛЯТОР  НАРУЖНАЯ РУЧКА ПЕРЕДНЕЙ БОКОВОЙ ДВЕРИ;644;2
13502001;13502001;GM;ДИСК ТОРМОЗНОЙ ПЕРЕДНИЙ;41048;13
13502059;13502059;GM;ДИСК ТОРМОЗНОЙ;50120;9
13502348;13502348;GM;Клапан панели заднего отсека;2576;2
13502349;13502349;GM;КЛАПАН  КУЗОВ СБРОС ДАВЛЕНИЯ;4298;1
13502759;13502759;GM;ДАТЧИК ДАВЛ ХЛАДАГ КОНДИЦИОНЕРА;31584;21
13503675;13503675;GM;Фильтр салона R4;4774;6285
13503675;13503675;GM;Фильтр салона R4;4774;100
13504470;13504470;GM;ДАТЧИК БОК УДАРА  ПОДУШКИ БЕЗОПАСНОСТИ ЗАДНИЕ;50526;1
13505399;13505399;GM;ПЕТЛЯ ПЕРЕДНЯЯ НИЖНЯЯ БОКОВОЙ ДВЕРИ;6034;13
13505400;13505400;GM;ПЕТЛЯ ЗАДН БОК/ДВ НИЖН;26096;10
13506854;13506854;GM;ТОПЛИВНАЯ СТАНЦИЯ;151382;4
13507129;13507129;GM;ДАТЧИК ТОПЛ УПРУГ;86576;2
13507535;13507535;GM;ЦИЛИНДР ТОРМОЗНОЙ;62678;1
13507536;13507536;GM;ЦИЛИНДР ТОРМОЗНОЙ;62678;1
13508023;13508023;GM;Фильтр воздушный салона;12264;93
13508980;13508980;GM;ЗАЩЕЛКА  ОТКИДН. БОРТ;67522;1
13509729;13509729;GM;ДАТЧИК УДАРА;18830;2
13510484;13510484;GM;ПРЕОБРАЗОВАТЕЛЬ МНОГОФУНКЦИОНАЛЬНЫЙ ИСТОЧНИК ПИТАНИЯ;86254;1
13510484;13510484;GM;ПРЕОБРАЗОВАТЕЛЬ МНОГОФУНКЦИОНАЛЬНЫЙ ИСТОЧНИК ПИТАНИЯ;86254;1
13510659;13510659;GM;ЛАМПА ПАНЕЛЬ ЗАДН НОМЕРН ЗНАКА;102984;1
13510966;13510966;GM;ЗАМОК ЗАДН ЛЕВ ДВЕРИ;34314;3
13510967;13510967;GM;ЗАМОК ЗАДН ПРАВ ДВЕРИ;43582;1
13511536;13511536;GM;ДАТЧИК ТЕМП ВОЗДУХА ИСПАР КОНДИЦ;22638;1
